date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:15:31	2302/2302	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:45:30%20GMT	https://madewithgsap.com/robots.txt		(from )
17:15:31	47563/47563	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:45:30%20GMT	https://madewithgsap.com/	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/index.html	(from )
17:15:31	47233/47233	---M-Z	200	added ('OK')	text/css	date:Sun,%2030%20Nov%202025%2023:12:55%20GMT	https://madewithgsap.com/assets/landing/style.css	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/style.css	(from https://madewithgsap.com/)
17:15:32	1259/1259	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jun%202025%2012:29:34%20GMT	https://madewithgsap.com/assets/img/fav/favicon-96x96.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/fav/favicon-96x96.png	(from https://madewithgsap.com/)
17:15:33	13064/13064	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Jun%202025%2012:29:34%20GMT	https://madewithgsap.com/assets/img/fav/favicon.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/fav/favicon.svg	(from https://madewithgsap.com/)
17:15:34	15086/15086	---M--	200	added ('OK')	image/x-icon	date:Mon,%2030%20Jun%202025%2012:29:34%20GMT	https://madewithgsap.com/assets/img/fav/favicon.ico	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/fav/favicon.ico	(from https://madewithgsap.com/)
17:15:35	2963/2963	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jun%202025%2012:29:33%20GMT	https://madewithgsap.com/assets/img/fav/apple-touch-icon.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/fav/apple-touch-icon.png	(from https://madewithgsap.com/)
17:15:36	436/436	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Jun%202025%2012:29:34%20GMT	https://madewithgsap.com/assets/img/fav/site.webmanifest	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/fav/site.html	(from https://madewithgsap.com/)
17:15:37	52850/52850	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/og.jpg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/og.jpg	(from https://madewithgsap.com/)
17:15:38	2107/2107	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Apr%202025%2022:08:49%20GMT	https://madewithgsap.com/assets/tutorial/prism.css	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/tutorial/prism.css	(from https://madewithgsap.com/)
17:15:39	3027/3027	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/logo.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/logo.svg	(from https://madewithgsap.com/)
17:15:40	245/245	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20Jan%202026%2011:45:40%20GMT	https://madewithgsap.com/effects	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects	(from https://madewithgsap.com/)
17:15:42	31730/31730	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:45:41%20GMT	https://madewithgsap.com/get-started	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/get-started.html	(from https://madewithgsap.com/)
17:15:43	33914/33914	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:45:42%20GMT	https://madewithgsap.com/faq	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/faq.html	(from https://madewithgsap.com/)
17:15:44	11092/11092	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:45:43%20GMT	https://madewithgsap.com/login	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/login.html	(from https://madewithgsap.com/)
17:15:44	460/460	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:44%20GMT	https://madewithgsap.com/assets/img/enter.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/enter.svg	(from https://madewithgsap.com/)
17:15:45	165/165	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:46%20GMT	https://madewithgsap.com/assets/img/nav/open-menu.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/nav/open-menu.svg	(from https://madewithgsap.com/)
17:15:46	219/219	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/nav/close-menu.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/nav/close-menu.svg	(from https://madewithgsap.com/)
17:15:47	199/199	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/close.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/close.svg	(from https://madewithgsap.com/)
